SeuqneceID,Clade,Type
TB-444-894-19-138_S16,Beijing_2,Non-MDR
TB-444-3447-18_S201,Beijing_2,Non-MDR
TB-444-3464-18_S20,Beijing_2,Non-MDR
TB-111-19502-18_S100,Beijing_2,Non-MDR
TB-333-909-19_S44,Beijing_2,Non-MDR
TB-111-18879-18-138_S27,Beijing_2,Non-MDR
TB-111-2571-19_S237,Beijing_2,Non-MDR
TB-111-8244-18_S61,Beijing_2,Non-MDR
TB-111-4396-19_S169,Beijing_2,Non-MDR
TB-111-4383-19_S166,Beijing_2,Non-MDR
TB-111-3963-19_S204,Beijing_2,Non-MDR
TB-111-15730-18_S129,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0327-5703_S330,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0307-5315_S310,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0232-2994_S42,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA022-181_S22,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0321-5415_S324,Beijing_2,Non-MDR
TB-111-19967-18_S7,Beijing_2,Non-MDR
TB-333-3946-19_S138,Beijing_2,Non-MDR
TB-111-12152-19_S193,Beijing_2,Non-MDR
TB-111-18191-19_S153,Beijing_2,Non-MDR
TB-222-1806-18_S123,Beijing_2,Non-MDR
TB-333-2795-19_S141,Beijing_2,Non-MDR
TB-333-5492-19_S82,Beijing_2,Non-MDR
TB-111-16595-18-138_S100,Beijing_2,Non-MDR
TB-444-3335-18_S210,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0195-2337_S5,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA176-2331_S177,Beijing_2,Non-MDR
TB-222-5798-19_S249,Beijing_2,Non-MDR
TB-555-5967-19_S248,Beijing_2,Non-MDR
TB-111-15526-18-138_S70,Beijing_2,MDR
TB-MoldovaSeq-DNA054-1019_S54,Beijing_2,MDR
TB-MoldovaSeq-DNA119-1027_S120,Beijing_2,MDR
TB-MoldovaSeq-DNA0265-3139_S75,Beijing_2,Non-MDR
TB-111-198-19_S71,Beijing_2,Non-MDR
TB-111-3024-18_S98,Beijing_2,Non-MDR
TB-111-20522-18_S46,Beijing_2,Non-MDR
TB-111-1390-19-138_S81,Beijing_2,Non-MDR
TB-111-17913-18_S124,Beijing_2,Non-MDR
TB-111-15542-18-138_S34,Beijing_2,Non-MDR
TB-111-19582-19_S146,Beijing_2,Non-MDR
TB-444-4300-18_S131,Beijing_2,Non-MDR
TB-444-3402-18_S204,Beijing_2,Non-MDR
TB-444-5132-19_S57,Beijing_2,Non-MDR
TB-111-14707-18_S189,Beijing_2,Non-MDR
TB-222-6616-19_S278,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0279-3622_S89,Beijing_2,Non-MDR
TB-111-16816-19_S103,Beijing_2,Non-MDR
TB-111-6871-19_S106,Beijing_2,Non-MDR
TB-333-3982-19_S57,Beijing_2,Non-MDR
TB-111-20774-19_S163,Beijing_2,Non-MDR
TB-333-2939-19_S54,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0262-3519_S72,Beijing_2,Non-MDR
TB-111-10460-18_S38,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0274-3861_S98,Beijing_2,Non-MDR
TB-222-2915-19_S202,Beijing_2,Non-MDR
TB-DNA0354_S211,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0300-2084_S303,Beijing_2,Non-MDR
TB-444-3732-18_S203,Beijing_2,Non-MDR
TB-222-1992-19_S64,Beijing_2,Non-MDR
TB-444-4717-19_S27,Beijing_2,Non-MDR
TB-444-4749-18_S27,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA024-243_S24,Beijing_2,Non-MDR
TB-333-1097-19_S74,Beijing_2,Non-MDR
TB-333-2223-19_S7,Beijing_2,Non-MDR
TB-333-1104-19_S79,Beijing_2,Non-MDR
TB-111-12061-19_S190,Beijing_2,Non-MDR
TB-111-21120-19_S167,Beijing_2,Non-MDR
TB-333-642-19_S76,Beijing_2,Non-MDR
TB-111-7857-18_S5,Beijing_2,Non-MDR
TB-444-5103-19_S15,Beijing_2,Non-MDR
TB-111-6372-19_S219,Beijing_2,Non-MDR
TB-333-4387-19_S80,Beijing_2,Non-MDR
TB-111-21013-18_S28,Beijing_2,Non-MDR
TB-222-3882-18_S180,Beijing_2,Non-MDR
TB-222-7022-19_S270,Beijing_2,Non-MDR
TB-111-15049-19_S62,Beijing_2,Non-MDR
TB-111-16502-19_S130,Beijing_2,Non-MDR
TB-333-4522-19_S274,Beijing_2,Non-MDR
TB-111-14162-18_S70,Beijing_2,Non-MDR
TB-111-10403-18_S21,Beijing_2,Non-MDR
TB-111-16594-18_S127,Beijing_2,Non-MDR
TB-222-438-19_S5,Beijing_2,Non-MDR
TB-222-5917-19_S281,Beijing_2,Non-MDR
TB-111-612-18_S280,Beijing_2,Non-MDR
TB-111-3149-19_S92,Beijing_2,Non-MDR
TB-111-3518-19_S117,Beijing_2,Non-MDR
TB-222-17431849-18_S179,Beijing_2,Non-MDR
TB-222-236-18_S67,Beijing_2,Non-MDR
TB-111-19471-18_S130,Beijing_2,Non-MDR
TB-111-14522-19_S100,Beijing_2,Non-MDR
TB-111-16964-18_S4,Beijing_2,Non-MDR
TB-111-22820-18F_S27,Beijing_2,Non-MDR
TB-111-14937-19_S129,Beijing_2,Non-MDR
TB-111-16361-18_S10,Beijing_2,MDR
TB-MoldovaSeq-DNA0227-4268_S37,Beijing_2,MDR
TB-111-16236-19_S28,Beijing_2,Non-MDR
TB-111-19235-19_S40,Beijing_2,Non-MDR
TB-DNA0380_S237,Beijing_2,Non-MDR
TB-111-16572-19_S15,Beijing_2,MDR
TB-111-3134-19-138_S38,Beijing_2,Non-MDR
TB-111-641-19_S65,Beijing_2,Non-MDR
TB-111-20536-19_S46,Beijing_2,Non-MDR
TB-111-20598-19_S34,Beijing_2,Non-MDR
TB-111-17994-18_S117,Beijing_2,Non-MDR
TB-111-12636-18_S91,Beijing_2,Non-MDR
TB-333-4571-19_S262,Beijing_2,Non-MDR
TB-111-22620-18F_S223,Beijing_2,Non-MDR
TB-111-8526-19-138_S89,Beijing_2,Non-MDR
TB-111-15023-18_S107,Beijing_2,Non-MDR
TB-111-7856-18_S184,Beijing_2,Non-MDR
TB-111-3643-19_S118,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0260-3533_S70,Beijing_2,Non-MDR
TB-444-1010-19-138_S19,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA003-543_S3,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA007-541_S7,Beijing_2,Non-MDR
TB-444-4072-19_S2,Beijing_2,Non-MDR
TB-222-2010-19_S136,Beijing_2,Non-MDR
TB-111-4790-19_S95,Beijing_2,Non-MDR
TB-333-4790-19_S226,Beijing_2,Non-MDR
TB-111-9452-18_S144,Beijing_2,Non-MDR
TB-111-17337-19_S132,Beijing_2,MDR
TB-333-131-19_S121,Beijing_2,Non-MDR
TB-DNA0348_S205,Beijing_2,Non-MDR
TB-444-6200-18_S180,Beijing_2,Non-MDR
TB-111-18763-18-138_S32,Beijing_2,Non-MDR
TB-111-4702-19_S5,Beijing_2,Non-MDR
TB-111-8603-19_S107,Beijing_2,Non-MDR
TB-111-13281-18_S123,Beijing_2,Non-MDR
TB-333-3247-19_S66,Beijing_2,Non-MDR
TB-111-20401-19_S164,Beijing_2,MDR
TB-222-5441-18_S70,Beijing_2,MDR
TB-111-17376-19_S131,Beijing_2,MDR
TB-222-5503-19_S282,Beijing_2,MDR
TB-444-2046-18_S28,Beijing_2,MDR
TB-444-3284-18_S90,Beijing_2,MDR
TB-MoldovaSeq-DNA146-2045_S147,Beijing_2,MDR
TB-111-1285-19_S142,Beijing_2,MDR
TB-111-7470-18_S14,Beijing_2,MDR
TB-111-11057-18_S146,Beijing_2,MDR
TB-MoldovaSeq-DNA006-563_S6,Beijing_2,MDR
TB-MoldovaSeq-DNA067-554_S67,Beijing_2,MDR
TB-MoldovaSeq-DNA008-549_S8,Beijing_2,MDR
TB-111-10960-18_S7,Beijing_2,MDR
TB-333-15-19_S92,Beijing_2,MDR
TB-444-3449-18_S166,Beijing_2,MDR
TB-222-6602-19_S276,Beijing_2,MDR
TB-111-14829-18_S108,Beijing_2,MDR
TB-111-9803-18_S9,Beijing_2,MDR
TB-111-20704-18_S36,Beijing_2,MDR
TB-111-4837-18_S135,Beijing_2,MDR
TB-111-17364-19_S79,Beijing_2,MDR
TB-111-5263-18_S15,Beijing_2,MDR
TB-222-5856-19_S217,Beijing_2,MDR
TB-222-4598-18_S73,Beijing_2,MDR
TB-MoldovaSeq-DNA064-501_S64,Beijing_2,MDR
TB-MoldovaSeq-DNA0304-5778_S307,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0317-4201_S320,Beijing_2,Non-MDR
TB-333-1458-19_S129,Beijing_2,Non-MDR
TB-333-2143-19_S91,Beijing_2,Non-MDR
TB-111-14846-18_S188,Beijing_2,Non-MDR
TB-222-6046-19_S237,Beijing_2,Non-MDR
TB-111-14742-18_S153,Beijing_2,Non-MDR
TB-444-3180-18_S208,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA029-42_S29,Beijing_2,MDR
TB-444-6829-18_S133,Beijing_2,Non-MDR
TB-444-6831-18_S128,Beijing_2,Non-MDR
TB-444-6811-18_S54,Beijing_2,Non-MDR
TB-444-6812-18_S127,Beijing_2,Non-MDR
TB-444-6836-18_S52,Beijing_2,Non-MDR
TB-222-2779-18_S91,Beijing_2,Non-MDR
TB-444-6869-18_S124,Beijing_2,Non-MDR
TB-111-816-18_S278,Beijing_2,Non-MDR
TB-111-19200-18_S143,Beijing_2,MDR
TB-111-387-19_S235,Beijing_2,MDR
TB-222-2036-18_S148,Beijing_2,MDR
TB-222-975-19-138_S3,Beijing_2,MDR
TB-111-18094-18_S125,Beijing_2,MDR
TB-111-5264-18_S2,Beijing_2,MDR
TB-333-3095-19-138_S55,Beijing_2,MDR
TB-111-19345-19_S56,Beijing_2,MDR
TB-MoldovaSeq-DNA0318-3760_S321,Beijing_2,MDR
TB-444-3831-18_S41,Beijing_2,MDR
TB-333-1821-19_S187,Beijing_2,MDR
TB-111-16652-18_S134,Beijing_2,MDR
TB-444-5139-18_S43,Beijing_2,MDR
TB-MoldovaSeq-DNA012-385_S12,Beijing_2,MDR
TB-MoldovaSeq-DNA0332-5161_S335,Beijing_2,MDR
TB-111-4097-19_S182,Beijing_2,MDR
TB-444-5345-18_S23,Beijing_2,MDR
TB-444-6199-18_S51,Beijing_2,MDR
TB-444-1359-18_S186,Beijing_2,MDR
TB-MoldovaSeq-DNA0241-2352_S51,Beijing_2,MDR
TB-444-4990-18_S103,Beijing_2,MDR
TB-MoldovaSeq-DNA071-544_S71,Beijing_2,MDR
TB-444-4310-18_S107,Beijing_2,MDR
TB-MoldovaSeq-DNA175-2017_S176,Beijing_2,MDR
TB-MoldovaSeq-DNA085-249_S85,Beijing_2,MDR
TB-111-16380-18_S12,Beijing_2,MDR
TB-111-7296-19_S106,Beijing_2,MDR
TB-111-2947-19-138_S53,Beijing_2,MDR
TB-111-21513-19_S91,Beijing_2,MDR
TB-111-7718-18_S189,Beijing_2,MDR
TB-222-4414-18_S88,Beijing_2,MDR
TB-222-2111-19_S92,Beijing_2,MDR
TB-111-9401-18_S138,Beijing_2,Non-MDR
TB-111-20345-19_S159,Beijing_2,Non-MDR
TB-333-4787-19_S174,Beijing_2,Non-MDR
TB-111-21436-19_S113,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0273-3926_S97,Beijing_2,Non-MDR
TB-111-1049-18-138_S153,Beijing_2,Non-MDR
TB-111-3425-19_S90,Beijing_2,Non-MDR
TB-111-8522-18_S71,Beijing_2,Non-MDR
TB-444-6556-18_S132,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA163-1145_S164,Beijing_2,Non-MDR
TB-111-1245-19_S109,Beijing_2,Non-MDR
TB-111-1292-19-138_S46,Beijing_2,Non-MDR
TB-111-8091-18_S59,Beijing_2,Non-MDR
TB-111-12779-18_S142,Beijing_2,Non-MDR
TB-111-18326-18_S156,Beijing_2,Non-MDR
TB-333-5721-19_S167,Beijing_2,Non-MDR
TB-444-3199-18_S191,Beijing_2,Non-MDR
TB-111-23559-18F_S30,Beijing_2,Non-MDR
TB-222-5528-18_S88,Beijing_2,Non-MDR
TB-111-32-19_S94,Beijing_2,Non-MDR
TB-111-1091-19_S111,Beijing_2,Non-MDR
TB-333-4657-19_S88,Beijing_2,Non-MDR
TB-111-7422-18_S8,Beijing_2,Non-MDR
TB-111-17702-18_S82,Beijing_2,Non-MDR
TB-111-18377-18_S123,Beijing_2,Non-MDR
TB-111-12560-18_S81,Beijing_2,Non-MDR
TB-111-17754-19_S287,Beijing_2,Non-MDR
TB-333-1925-19_S48,Beijing_2,Non-MDR
TB-333-341-19_S282,Beijing_2,Non-MDR
TB-222-5074-19_S251,Beijing_2,Non-MDR
TB-333-2314-19_S80,Beijing_2,Non-MDR
TB-222-4327-18_S75,Beijing_2,Non-MDR
TB-111-7387-18_S188,Beijing_2,Non-MDR
TB-333-5552-19_S55,Beijing_2,Non-MDR
TB-333-5553-19_S160,Beijing_2,Non-MDR
TB-111-18400-19_S53,Beijing_2,Non-MDR
TB-333-5935-19-138_S47,Beijing_2,Non-MDR
TB-333-808-19_S122,Beijing_2,Non-MDR
TB-111-16108-19_S140,Beijing_2,Non-MDR
TB-111-20082-18_S5,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0224-2122_S34,Beijing_2,Non-MDR
TB-222-2158-18_S59,Beijing_2,Non-MDR
TB-111-4272-19_S214,Beijing_2,Non-MDR
TB-DNA0335_S192,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0201-1202_S11,Beijing_2,Non-MDR
TB-111-6420-19_S223,Beijing_2,Non-MDR
TB-111-19201-18_S56,Beijing_2,Non-MDR
TB-111-3271-19-138_S98,Beijing_2,Non-MDR
TB-111-336-18-138_S149,Beijing_2,Non-MDR
TB-444-5796-18_S63,Beijing_2,Non-MDR
TB-111-11485-19_S252,Beijing_2,Non-MDR
TB-333-2492-19_S81,Beijing_2,Non-MDR
TB-111-12521-19_S197,Beijing_2,Non-MDR
TB-111-20644-19_S22,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0208-2207_S18,Beijing_2,Non-MDR
TB-333-3399-19_S68,Beijing_2,Non-MDR
TB-222-5681-18_S112,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA127-1914_S128,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0264-3410_S74,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0250-3578_S60,Beijing_2,Non-MDR
TB-444-2485-19_S3,Beijing_2,Non-MDR
TB-111-17656-18_S146,Beijing_2,Non-MDR
TB-222-5786-19_S231,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0200-2023_S10,Beijing_2,Non-MDR
TB-111-17750-19_S63,Beijing_2,Non-MDR
TB-111-7040-18_S24,Beijing_2,Non-MDR
TB-222-14-18_S137,Beijing_2,Non-MDR
TB-222-3869-18_S209,Beijing_2,Non-MDR
TB-222-4723-18_S87,Beijing_2,Non-MDR
TB-444-2277-19_S230,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA0331-5057_S334,Beijing_2,Non-MDR
TB-111-16773-18_S137,Beijing_2,Non-MDR
TB-222-2479-19_S54,Beijing_2,Non-MDR
TB-111-18890-19_S65,Beijing_2,Non-MDR
TB-111-18178-18_S102,Beijing_2,Non-MDR
TB-MoldovaSeq-DNA038-357_S38,Beijing_2,MDR
TB-333-228-19_S276,Beijing_2,MDR
TB-444-4067-19_S12,Beijing_2,MDR
TB-444-3959-19_S77,Beijing_2,MDR
TB-444-6671-18_S130,Beijing_2,MDR
TB-111-4965-19_S245,Beijing_2,MDR
TB-111-4492-19_S271,Beijing_2,MDR
TB-111-15545-18-138_S25,Beijing_2,MDR
TB-MoldovaSeq-DNA0207-2369_S17,Beijing_2,MDR
TB-111-3790-19_S246,Beijing_2,MDR
TB-DNA0338_S195,Beijing_2,MDR
TB-111-14068-18_S152,Beijing_2,MDR
TB-111-19280-18_S132,Beijing_2,MDR
TB-111-1875-19_S1,Beijing_2,MDR
TB-111-6049-18_S10,Beijing_2,MDR
TB-111-1410-18-138_S155,Beijing_2,MDR
TB-333-52-19_S188,Beijing_2,MDR
TB-333-662-19_S185,Beijing_2,MDR
TB-333-2153-19_S131,Beijing_2,MDR
TB-111-9838-18_S139,Ural_4,MDR
TB-111-9678-19_S62,Ural_4,Non-MDR
TB-222-624-18_S61,Ural_4,Non-MDR
TB-111-12663-18_S74,Ural_5,MDR
TB-MoldovaSeq-DNA092-547_S92,Ural_5,MDR
TB-444-4422-18_S100,Ural_5,MDR
TB-MoldovaSeq-DNA033-78_S33,Ural_5,MDR
TB-444-2394-18_S11,Ural_5,MDR
TB-MoldovaSeq-DNA172-2312_S173,Ural_5,MDR
TB-111-8305-18_S78,Ural_5,MDR
TB-444-4775-18_S28,Ural_5,MDR
TB-444-2409-18_S30,Ural_5,MDR
TB-444-5286-18_S34,Ural_5,MDR
TB-444-5442-18_S64,Ural_5,MDR
TB-222-4848-19_S273,Ural_5,MDR
TB-MoldovaSeq-DNA090-620_S90,Ural_5,MDR
TB-333-1248-19_S93,Ural_5,MDR
TB-111-5555-19-138_S45,Ural_5,MDR
TB-111-21354-19_S138,Ural_5,MDR
TB-222-7265-18_S214,Ural_5,MDR
TB-222-5151-19_S258,Ural_5,MDR
TB-222-6137-19_S254,Ural_5,MDR
TB-222-5642-19_S268,Ural_5,MDR
TB-222-2929-18_S176,Ural_5,MDR
TB-222-2929-19_S6,Ural_5,MDR
TB-222-5877-19_S275,Ural_6,MDR
TB-222-4939-19_S215,Ural_6,MDR
TB-111-2577-18_S150,Ural_6,MDR
TB-MoldovaSeq-DNA182-2728_S183,Ural_6,MDR
TB-111-8323-18_S53,Ural_6,MDR
TB-111-18657-18-138_S24,Ural_6,MDR
TB-111-3412-18_S152,Ural_6,MDR
TB-111-15171-18-138_S6,Ural_5,MDR
TB-111-17335-18-138_S16,Ural_6,MDR
TB-444-2635-19_S6,Ural_6,MDR
TB-333-2178-19_S37,Ural_6,MDR
TB-111-19016-18_S131,Ural_6,MDR
TB-111-7925-18_S19,Ural_6,MDR
TB-111-20301-18_S1,Ural_6,MDR
TB-333-4624-19_S157,Ural_6,MDR
TB-444-6003-18_S100,Ural_6,MDR
TB-111-9837-18_S136,Ural_6,MDR
TB-333-5021-19-138_S129,Ural_6,MDR
TB-MoldovaSeq-DNA0288-5509_S291,Ural_6,MDR
TB-MoldovaSeq-DNA0299-4999_S302,Ural_6,MDR
TB-222-6896-19_S269,Ural_5,MDR
TB-444-2656-19_S9,Ural_6,MDR
TB-111-9249-18_S181,Ural_6,MDR
TB-MoldovaSeq-DNA028-38_S28,Ural_6,MDR
TB-MoldovaSeq-DNA095-339_S95,Ural_6,MDR
TB-MoldovaSeq-DNA184-2841_S185,Ural_6,MDR
TB-MoldovaSeq-DNA045-570_S45,Ural_6,MDR
TB-444-2752-18_S193,Ural_6,MDR
TB-444-3698-18_S161,Ural_6,MDR
TB-444-3558-18_S132,Ural_6,MDR
TB-MoldovaSeq-DNA005-516_S5,Ural_6,MDR
TB-444-2848-18_S47,Ural_6,MDR
TB-MoldovaSeq-DNA081-244_S81,Ural_6,MDR
TB-MoldovaSeq-DNA010-142_S10,Ural_6,MDR
TB-333-293-19_S130,Ural_6,MDR
TB-MoldovaSeq-DNA037-350_S37,Ural_6,MDR
TB-222-2538-18_S150,Ural_6,MDR
TB-MoldovaSeq-DNA145-850_S146,Ural_6,MDR
TB-222-4964-19_S216,Ural_6,MDR
TB-111-20041-18_S161,Ural_6,MDR
TB-333-765-19_S199,Ural_6,MDR
TB-111-15086-18_S161,Ural_6,MDR
TB-111-19861-18_S172,Ural_6,MDR
TB-MoldovaSeq-DNA0312-4978_S315,Ural_6,MDR
TB-111-12496-19_S198,Ural_1,MDR
TB-111-17590-18_S33,Ural_1,MDR
TB-MoldovaSeq-DNA043-429_S43,Ural_1,MDR
TB-333-3828-19_S263,Ural_1,MDR
TB-111-11429-19_S253,Ural_1,MDR
TB-444-5609-18_S182,Ural_1,MDR
TB-333-3416-19_S139,Ural_1,MDR
TB-111-15916-19_S161,Ural_1,MDR
TB-333-3902-19-138_S57,Ural_1,MDR
TB-222-1810-18_S62,Ural_1,MDR
TB-333-4171-19-138_S51,Ural_1,MDR
TB-333-2359-19_S37,Ural_1,MDR
TB-111-19884-19_S90,Ural_1,MDR
TB-111-7624-18_S172,Ural_1,MDR
TB-111-8922-18_S50,Ural_1,MDR
TB-222-63111-8_S145,Ural_1,MDR
TB-111-23689-18F-138_S62,Ural_1,MDR
TB-333-1163-19_S75,Ural_1,MDR
TB-111-19708-18_S166,Ural_1,MDR
TB-333-1786-19_S178,Ural_1,MDR
TB-111-21564-19_S97,Ural_1,MDR
TB-111-12685-18_S79,Ural_1,MDR
TB-444-5756-18_S179,Ural_1,MDR
TB-MoldovaSeq-DNA116-1415_S117,Ural_1,MDR
TB-111-17019-18_S34,Ural_1,MDR
TB-MoldovaSeq-DNA0302-5166_S305,Ural_1,MDR
TB-333-3593-19_S148,Ural_1,MDR
TB-111-2565-18_S6,Ural_1,MDR
TB-333-3600-19_S164,Ural_1,MDR
TB-111-16133-18-138_S10,Ural_1,MDR
TB-333-3165-19_S86,Ural_1,MDR
TB-111-16552-18_S32,Ural_1,MDR
TB-111-15340-19_S116,Ural_1,MDR
TB-111-15345-19_S9,Ural_1,MDR
TB-111-15341-19_S98,Ural_1,MDR
TB-111-15339-19_S16,Ural_1,MDR
TB-222-1054-18-138_S135,Ural_1,MDR
TB-444-6323-18_S44,Ural_1,MDR
TB-111-19390-18_S119,Ural_1,MDR
TB-222-5766-18_S55,Ural_1,MDR
TB-222-4175-18_S168,Ural_1,MDR
TB-333-2259-19_S3,Ural_1,MDR
TB-333-4712-19-138_S48,Ural_1,MDR
TB-111-1844-19_S18,Ural_1,MDR
TB-444-3776-18_S86,Ural_1,MDR
TB-333-2478-19_S79,Ural_1,MDR
TB-111-13498-18_S94,Ural_1,MDR
TB-333-1585-19_S123,Ural_1,MDR
TB-111-17797-18_S133,Ural_1,MDR
TB-111-9817-18_S17,Ural_1,MDR
TB-444-463-19_S68,Ural_1,MDR
TB-444-2788-19_S26,Ural_1,MDR
TB-MoldovaSeq-DNA164-1514_S165,Ural_1,MDR
TB-MoldovaSeq-DNA186-3071_S187,Ural_1,MDR
TB-MoldovaSeq-DNA082-1082_S82,Ural_1,MDR
TB-444-3405-18_S206,Ural_1,MDR
TB-111-12407-18_S90,Ural_1,MDR
TB-111-17415-18-138_S53,Ural_1,MDR
TB-333-2849-19_S30,Ural_1,MDR
TB-333-3041-19-138_S117,Ural_1,MDR
TB-333-1981-19_S52,Ural_1,MDR
TB-222-3337-19_S206,Ural_1,MDR
TB-222-858-19_S213,Ural_1,MDR
TB-111-17827-18_S136,Ural_1,MDR
TB-111-13880-18_S84,Ural_1,MDR
TB-222-318-18_S58,Ural_1,MDR
TB-111-6552-19-138_S32,Ural_1,MDR
TB-333-2530-19_S90,Ural_1,MDR
TB-DNA0368_S225,Ural_1,MDR
TB-111-7922-18_S21,Ural_1,MDR
TB-222-2879-19_S188,Ural_1,MDR
TB-111-16297-19_S60,Ural_1,MDR
TB-111-16777-18_S100,Ural_1,MDR
TB-111-10582-18_S37,Ural_1,MDR
TB-111-11645-18_S136,Ural_1,MDR
TB-111-15561-19_S127,Ural_1,MDR
TB-111-20153-18_S165,Ural_1,MDR
TB-111-10456-18_S8,Ural_1,MDR
TB-222-7040-19_S280,Ural_1,MDR
TB-111-19151-18-138_S23,Ural_1,MDR
TB-111-9490-18_S140,Ural_1,MDR
TB-MoldovaSeq-DNA0233-4840_S235,Ural_1,MDR
TB-111-21342-19_S88,Ural_1,MDR
TB-222-3292-18_S63,Ural_1,MDR
TB-333-1556-19_S126,Ural_1,MDR
TB-111-8840-18_S67,Ural_1,MDR
TB-111-14524-19_S158,Ural_1,MDR
TB-111-18751-18-138_S50,Ural_1,MDR
TB-444-5397-18_S29,Ural_1,MDR
TB-333-2240-19_S32,Ural_1,MDR
TB-333-3228-19_S136,Ural_1,MDR
TB-111-13294-18_S171,Ural_1,MDR
TB-333-3697-19_S152,Ural_1,MDR
TB-111-14733-19_S155,Ural_1,MDR
TB-444-2918-18_S36,Ural_1,MDR
TB-111-6967-19_S108,Ural_1,MDR
TB-MoldovaSeq-DNA0211-2993_S21,Ural_6,MDR
TB-111-16379-18_S126,Ural_1,MDR
TB-111-19026-18-138_S21,Ural_6,MDR
TB-111-7932-18_S25,Ural_6,MDR
TB-111-7933-18_S24,Ural_6,MDR
TB-333-1750-19_S182,Ural_1,MDR
TB-111-2220-19_S83,Ural_6,MDR
TB-111-13160-18_S73,Ural_6,MDR
TB-333-4189-19_S165,Ural_6,MDR
TB-MoldovaSeq-DNA0242-1981_S52,Ural_6,MDR
TB-111-7991-19-138_S74,Ural_5,MDR
TB-333-2986-19_S169,Ural_5,MDR
TB-111-16694-19_S61,Ural_5,MDR
TB-111-20605-19_S166,Ural_5,MDR
TB-MoldovaSeq-DNA185-2529_S186,Ural_5,MDR
TB-111-10418-18_S15,Ural_5,MDR
TB-111-16954-18_S30,Ural_5,MDR
TB-111-9676-18_S191,Ural_5,MDR
TB-333-2412-19_S1,Ural_5,MDR
TB-111-19340-19_S114,Ural_5,MDR
TB-MoldovaSeq-DNA0213-2033_S23,Ural_5,MDR
TB-MoldovaSeq-DNA086-784_S86,Ural_5,MDR
TB-MoldovaSeq-DNA065-421_S65,Ural_5,MDR
TB-MoldovaSeq-DNA142-807_S143,Ural_5,MDR
TB-444-3065-18_S85,Ural_5,MDR
TB-MoldovaSeq-DNA068-653_S68,Ural_5,MDR
TB-MoldovaSeq-DNA093-887_S93,Ural_5,MDR
TB-MoldovaSeq-DNA087-1084_S87,Ural_5,MDR
TB-MoldovaSeq-DNA0306-5348_S309,Ural_5,MDR
TB-MoldovaSeq-DNA0210-2128_S20,Ural_5,MDR
TB-444-2853-18_S192,Ural_5,MDR
TB-333-3345-19_S150,Ural_5,MDR
TB-111-8366-18_S72,Ural_5,MDR
TB-111-24233-18F_S232,Ural_5,MDR
TB-111-15382-19_S141,Ural_5,MDR
TB-DNA0373_S230,Ural_5,MDR
TB-333-4111-19_S140,Ural_5,MDR
TB-111-15713-19_S73,Ural_5,MDR
TB-222-591-19-138_S1,Ural_5,MDR
TB-333-2417-19_S44,Ural_5,MDR
TB-333-90-19_S1,Ural_5,MDR
TB-111-19315-18_S152,Ural_5,MDR
TB-222-965-19_S6,Ural_5,MDR
TB-111-52-18_S277,Ural_5,MDR
TB-333-2411-19_S87,Ural_5,MDR
TB-333-39-19_S120,Ural_5,MDR
TB-333-3780-19_S179,Ural_5,MDR
TB-222-4948-18_S73,Ural_5,MDR
TB-222-5557-18_S61,Ural_5,MDR
TB-222-2972-19_S195,Ural_5,MDR
TB-111-280-18-138_S144,Ural_5,MDR
TB-111-17916-18_S120,Ural_5,MDR
TB-111-13161-18_S116,Ural_5,MDR
TB-MoldovaSeq-DNA134-1881_S135,Ural_5,MDR
TB-333-164-19_S95,Ural_5,MDR
TB-111-15751-18-138_S20,Ural_5,MDR
TB-111-164-18-138_S168,Ural_5,MDR
TB-111-1096-18-138_S163,Ural_5,MDR
TB-333-2152-19_S29,Ural_5,MDR
TB-444-3322-18_S19,Ural_5,MDR
TB-MoldovaSeq-DNA0219-4548_S29,Ural_5,MDR
TB-444-3544-18_S214,Ural_5,MDR
TB-111-17049-19_S2,Ural_5,MDR
